"initial_alias","converted_alias","name","description","namespace"
"OR2M4","ENSG00000171180","OR2M4","olfactory receptor family 2 subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:8270]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSORS1C3","ENSG00000204528","PSORS1C3","psoriasis susceptibility 1 candidate 3 [Source:HGNC Symbol;Acc:HGNC:17203]","GENECARDS,HGNC"
"FGD6","ENSG00000180263","FGD6","FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2N","ENSG00000177889","UBE2N","ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKX2-6","ENSG00000180053","NKX2-6","NK2 homeobox 6 [Source:HGNC Symbol;Acc:HGNC:32940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF587B","ENSG00000269343","ZNF587B","zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIT1","ENSG00000137078","SIT1","signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM139","ENSG00000178826","TMEM139","transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN6","ENSG00000077274","CAPN6","calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBE2V2","ENSG00000169139","UBE2V2","ubiquitin conjugating enzyme E2 V2 [Source:HGNC Symbol;Acc:HGNC:12495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C18ORF32","ENSG00000177576","C18orf32","chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:31690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGES3L","ENSG00000267060","PTGES3L","prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCYT2","ENSG00000185813","PCYT2","phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2W5","None","None","None",""
"P2RY14","ENSG00000174944","P2RY14","purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFDP2","ENSG00000114126","TFDP2","transcription factor Dp-2 [Source:HGNC Symbol;Acc:HGNC:11751]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLSTN2","ENSG00000158258","CLSTN2","calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADRA1A","ENSG00000120907","ADRA1A","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NABP1","ENSG00000173559","NABP1","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR64","ENSG00000162843","WDR64","WD repeat domain 64 [Source:HGNC Symbol;Acc:HGNC:26570]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL12A-AS1","ENSG00000244040","IL12A-AS1","IL12A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49094]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LGR5","ENSG00000139292","LGR5","leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF144A-AS1","None","None","None",""
"PQBP1","ENSG00000102103","PQBP1","polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDUFV1","ENSG00000167792","NDUFV1","NADH:ubiquinone oxidoreductase core subunit V1 [Source:HGNC Symbol;Acc:HGNC:7716]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR31","ENSG00000148225","WDR31","WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDF10","ENSG00000266524","GDF10","growth differentiation factor 10 [Source:HGNC Symbol;Acc:HGNC:4215]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRIA3","ENSG00000125675","GRIA3","glutamate ionotropic receptor AMPA type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4573]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMCO2","ENSG00000165935","SMCO2","single-pass membrane protein with coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:34448]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEP120","ENSG00000168944","CEP120","centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"R3HCC1L","ENSG00000166024","R3HCC1L","R3H domain and coiled-coil containing 1 like [Source:HGNC Symbol;Acc:HGNC:23512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM19","ENSG00000122965","RBM19","RNA binding motif protein 19 [Source:HGNC Symbol;Acc:HGNC:29098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHA10","ENSG00000250120","PCDHA10","protocadherin alpha 10 [Source:HGNC Symbol;Acc:HGNC:8664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEIS3P1","ENSG00000179277","MEIS3P1","Meis homeobox 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7002]","GENECARDS,HGNC"
"CCNB1","ENSG00000134057","CCNB1","cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00648","ENSG00000259129","LINC00648","long intergenic non-protein coding RNA 648 [Source:HGNC Symbol;Acc:HGNC:44302]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"USP35","ENSG00000118369","USP35","ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHPS","ENSG00000095059","DHPS","deoxyhypusine synthase [Source:HGNC Symbol;Acc:HGNC:2869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUNDC3A","ENSG00000108309","RUNDC3A","RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMC6","ENSG00000100519","PSMC6","proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL43","ENSG00000055950","MRPL43","mitochondrial ribosomal protein L43 [Source:HGNC Symbol;Acc:HGNC:14517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABI1","ENSG00000136754","ABI1","abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPP9","ENSG00000142002","DPP9","dipeptidyl peptidase 9 [Source:HGNC Symbol;Acc:HGNC:18648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IBA57","ENSG00000181873","IBA57","iron-sulfur cluster assembly factor IBA57 [Source:HGNC Symbol;Acc:HGNC:27302]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"POLR3E","ENSG00000058600","POLR3E","RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNORA74B","ENSG00000212402","SNORA74B","small nucleolar RNA, H/ACA box 74B [Source:HGNC Symbol;Acc:HGNC:32660]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"COQ6","ENSG00000119723","COQ6","coenzyme Q6, monooxygenase [Source:HGNC Symbol;Acc:HGNC:20233]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VHLL","ENSG00000189030","VHLL","VHL like [Source:HGNC Symbol;Acc:HGNC:30666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF667-AS1","ENSG00000166770","ZNF667-AS1","ZNF667 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44321]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DNAJB12","ENSG00000148719","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12 [Source:HGNC Symbol;Acc:HGNC:14891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MROH8","ENSG00000101353","MROH8","maestro heat like repeat family member 8 [Source:HGNC Symbol;Acc:HGNC:16125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TPST2","ENSG00000128294","TPST2","tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX19","ENSG00000240230","COX19","cytochrome c oxidase assembly factor COX19 [Source:HGNC Symbol;Acc:HGNC:28074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF165","ENSG00000197279","ZNF165","zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST8SIA4","ENSG00000113532","ST8SIA4","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AXIN1","ENSG00000103126","AXIN1","axin 1 [Source:HGNC Symbol;Acc:HGNC:903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COLCA2","None","None","None",""
"EGR4","ENSG00000135625","EGR4","early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GADD45A","ENSG00000116717","GADD45A","growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC1A2","ENSG00000110436","SLC1A2","solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CT45A2","ENSG00000271449","CT45A2","cancer/testis antigen family 45 member A2 [Source:HGNC Symbol;Acc:HGNC:28400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC10A4","ENSG00000145248","SLC10A4","solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCP10","None","None","None",""
"HDHD3","ENSG00000119431","HDHD3","haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C9ORF24","ENSG00000164972","SPMIP6","sperm microtubule inner protein 6 [Source:HGNC Symbol;Acc:HGNC:19919]","UNIPROT_GN"
"GPM6B","ENSG00000046653","GPM6B","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCTP1","ENSG00000175471","MCTP1","multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MECOM","ENSG00000085276","MECOM","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00852","ENSG00000231177","LINC00852","long intergenic non-protein coding RNA 852 [Source:HGNC Symbol;Acc:HGNC:29904]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CDK5R1","ENSG00000176749","CDK5R1","cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP9B","ENSG00000166377","ATP9B","ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFPI2","ENSG00000105825","TFPI2","tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHX3","ENSG00000105131","EPHX3","epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LSM6","ENSG00000164167","LSM6","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM60","ENSG00000135211","TMEM60","transmembrane protein 60 [Source:HGNC Symbol;Acc:HGNC:21754]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2C8","ENSG00000138115","CYP2C8","cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R3G","ENSG00000219607","PPP1R3G","protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRSF5","ENSG00000100650","SRSF5","serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRP","ENSG00000094755","GABRP","gamma-aminobutyric acid type A receptor subunit pi [Source:HGNC Symbol;Acc:HGNC:4089]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOB1A","ENSG00000114978","MOB1A","MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX14","ENSG00000178449","COX14","cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LY6G6D","ENSG00000244355","LY6G6D","lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGP","ENSG00000185808","PIGP","phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RIN1","ENSG00000174791","RIN1","Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A39","ENSG00000013306","SLC25A39","solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL21","ENSG00000138684","IL21","interleukin 21 [Source:HGNC Symbol;Acc:HGNC:6005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BABAM1","ENSG00000105393","BABAM1","BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BABAM1","ENSG00000269307","None","novel transcript","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRG1","ENSG00000171236","LRG1","leucine rich alpha-2-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:29480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WBP2","ENSG00000132471","WBP2","WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM256","ENSG00000205544","TMEM256","transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NADSYN1","ENSG00000172890","NADSYN1","NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOMO1","ENSG00000103512","NOMO1","NODAL modulator 1 [Source:HGNC Symbol;Acc:HGNC:30060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK2","ENSG00000145632","PLK2","polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEPHS1","ENSG00000086475","SEPHS1","selenophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:19685]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANGPTL3","ENSG00000132855","ANGPTL3","angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HECTD3","ENSG00000126107","HECTD3","HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NDFIP1","ENSG00000131507","NDFIP1","Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCGB1A1","ENSG00000149021","SCGB1A1","secretoglobin family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:12523]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAX4","ENSG00000106331","PAX4","paired box 4 [Source:HGNC Symbol;Acc:HGNC:8618]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCUN1D5","ENSG00000137692","DCUN1D5","defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPLL","ENSG00000143889","HNRNPLL","heterogeneous nuclear ribonucleoprotein L like [Source:HGNC Symbol;Acc:HGNC:25127]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNK2","ENSG00000061938","TNK2","tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGT1","ENSG00000102158","MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JADE2","ENSG00000043143","JADE2","jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMKK2","ENSG00000110931","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HEMGN","ENSG00000136929","HEMGN","hemogen [Source:HGNC Symbol;Acc:HGNC:17509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMA4","ENSG00000041357","PSMA4","proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C19ORF81","ENSG00000235034","C19orf81","chromosome 19 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:40041]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCEMP1","ENSG00000183019","MCEMP1","mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATG9B","ENSG00000181652","ATG9B","autophagy related 9B [Source:HGNC Symbol;Acc:HGNC:21899]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN2","ENSG00000162909","CAPN2","calpain 2 [Source:HGNC Symbol;Acc:HGNC:1479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00937","ENSG00000226091","LINC00937","long intergenic non-protein coding RNA 937 [Source:HGNC Symbol;Acc:HGNC:48629]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZNF615","ENSG00000197619","ZNF615","zinc finger protein 615 [Source:HGNC Symbol;Acc:HGNC:24740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00862","ENSG00000203721","LINC00862","long intergenic non-protein coding RNA 862 [Source:HGNC Symbol;Acc:HGNC:21901]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TIGIT","ENSG00000181847","TIGIT","T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENTPD5","ENSG00000187097","ENTPD5","ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LDLRAP1","ENSG00000157978","LDLRAP1","low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL6","ENSG00000124875","CXCL6","C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLC3","ENSG00000104892","KLC3","kinesin light chain 3 [Source:HGNC Symbol;Acc:HGNC:20717]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLEKHM2","ENSG00000116786","PLEKHM2","pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGF9","ENSG00000102678","FGF9","fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A3","ENSG00000075415","SLC25A3","solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FCHO1","ENSG00000130475","FCHO1","FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NELL2","ENSG00000184613","NELL2","neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GUCY2EP","ENSG00000204529","GUCY2EP","guanylate cyclase 2E, pseudogene [Source:HGNC Symbol;Acc:HGNC:4690]","GENECARDS,HGNC"
"UBXN7","ENSG00000163960","UBXN7","UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLIP4","ENSG00000115295","CLIP4","CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEX19","ENSG00000162735","PEX19","peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCR5","ENSG00000160683","CXCR5","C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IMPA2","ENSG00000141401","IMPA2","inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZGPAT","ENSG00000197114","ZGPAT","zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HS6ST3","ENSG00000185352","HS6ST3","heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELL","ENSG00000188404","SELL","selectin L [Source:HGNC Symbol;Acc:HGNC:10720]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KPNB1","ENSG00000108424","KPNB1","karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNTN5","ENSG00000149972","CNTN5","contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JHDM1D-AS1","None","None","None",""
"GAL3ST1","ENSG00000128242","GAL3ST1","galactose-3-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24240]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPP10-AS1","ENSG00000235026","DPP10-AS1","DPP10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40941]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PSAT1","ENSG00000135069","PSAT1","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C19ORF57","None","None","None",""
"FABP5P3","ENSG00000241735","FABP5P3","fatty acid binding protein 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:22573]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
